title,year,country,director,genre,imdb_id
Я исповедуюсь,1953,США,Альфред Хичкок,"триллер, детектив",tt0045897
Я из Миссури,1939,США,Теодор Рид,кинокомедия,tt0031469
Я иду искать 2,2026,США,"Мэттью Беттинелли-Олпин, Тайлер Джиллетт","фильм ужасов, чёрная комедия",tt33978029
Я иду искать,2019,США,"Мэттью Беттинелли-Олпин, Тайлер Джиллетт","фильм ужасов, чёрная комедия",tt7798634
Я иду играть,2021,Россия,Анна Зайцева,психологический триллер,tt15483510
"Я и ты и все, кого мы знаем",2005,США,Миранда Джулай,"драма, комедия, романтический фильм",tt0415978
"Я и ты (фильм, 2017)",2017,Франция,Мартен Прово,драма,tt5348236
"Я и ты (фильм, 2012)",2012,Италия,Бернардо Бертолуччи,драма,tt1801061
Я и ребёнок,1993,США,Дэн Кёртис,комедия,tt0081145
Я и Орсон Уэллс,2008,"Великобритания, США",Ричард Линклейтер,драма,tt1175506
Я и моя совесть (фильм),1915,Российская империя,Яков Протазанов,"психологическая, драма",N/A
Я и моя сестра,1987,Италия,Карло Вердоне,мелодрама,tt0093274
Я и Моника Велюр,2010,США,Кит Берден,"драма, комедия",tt1291549
Я и мечеть,2005,Канада,Zarqa Nawaz,Нет данных,tt0960800
Я и мафия,1994,США,Фрэнк Рейнон,комедия,tt0105815
"Я и лошадь, я и бык, я и баба, и мужик",Нет данных,Великобритания,Салли Поттер,документальный фильм,tt0278494
Я и Катерина,1980,"Италия, Франция",Альберто Сорди,комедия,tt0082567
Я и другие,1971,СССР,Феликс Соболев,научно-популярный фильм,tt4023290
"Я знаю, что ты знаешь, что я знаю",1982,Италия,Альберто Сорди,"драма, комедия",tt0084150
"Я знаю, что вы снимали этим летом",2000,США,Майлз Фельдман,слэшер,tt0243650
"Я знаю, что вы сделали прошлым летом (фильм, 2025)",2025,США,Дженнифер Кейтин Робинсон,слэшер,tt4045450
"Я знаю, что вы сделали прошлым летом",1997,США,Джим Гиллеспи,"слэшер, триллер",tt0119345
"Я знаю, куда я иду!",1945,Великобритания,"Майкл Пауэлл, Эмерик Прессбургер","мелодрама, комедия",tt0037800
"Я знаю, кто убил меня",2007,США,Крис Сивертсон,"криминальный фильм, триллер",tt0897361
Я значит Ястреб,2025,"Великобритания, США",Филиппа Лоуторп,"биография, драма",tt10329560
"Я здесь (фильм, 2016)",2016,Латвия,Ренарс Вимба,драма,tt4356104
"Я здесь (фильм, 2010)",2010,США,Спайк Джонз,"драма, фантастика",tt1571404
Я защищал «Молодую Боснию»,2014,Сербия,Срджан Колевич,"судебная драма, исторический фильм",tt3018374
Я закопаю тебя,2014,"Франция, Бельгия",Сильвестр Сбилье,комедия,tt2805168
Я за тебя отвечаю,1984,СССР,Борис Яшин,мелодрама,tt0264189
Я живу своей жизнью,1935,США,В. С. Ван Дайк,комедийная драма,tt0026417
Я живу в страхе,1955,Япония,Акира Куросава,драма,tt0048198
Я женился на убийце с топором,1993,США,Томас Шламме,комедия,tt0108174
Я женился на тебе ради забавы,1967,Италия,Лучано Сальче,комедия,tt0062367
Я женился на ведьме,1942,США,Рене Клер,мистическая комедия,tt0034881
Я жду,1957,Япония,Корэёси Курахара,"Криминальная, драма, нуар",tt1248984
Я ждала тебя,Нет данных,США,Кристофер Лейтч,триллер,tt0143296
Я ещё вернусь (фильм),1980,СССР,Кямиль Рустамбеков,"мелодрама, драма",tt1660561
"Я есть, потому что мы есть",2008,"США, Великобритания",Натан Риссман,документальный,tt1138006
Я ей нравлюсь,1985,СССР,Анвар Тураев,мелодрама,tt0266070
Я её хорошо знал,1965,"Франция, Италия, ФРГ",Антонио Пиетранджелли,комедийная драма,tt0060545
Я дышу,2014,Франция,Мелани Лоран,драма,tt3365778
"Я думаю, теперь мы одни",2018,США,Рид Морано,драма,tt6169694
